LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Kanam,Lowland,Onion,5.67,88.56,40.21,74.56,21.75,262.5,0.37
Kanam,Lowland,Onion,7.95,118.66,43.38,65.22,19.81,349.8,1.87
Kanam,Lowland,Onion,6.85,102.16,32.46,94.86,21.38,355.13,0.79
Kanam,Lowland,Onion,6.54,64.68,33.94,80.5,13.51,323.15,0.56
Kanam,Lowland,Onion,6.91,104.76,29.44,89.89,22.22,323.23,1.98
Kanam,Lowland,Onion,6.18,124.23,31.79,61.48,19.48,262.5,1.59
Kanam,Lowland,Onion,5.66,122.32,23.51,95.76,20.57,381.56,0.87
Kanam,Lowland,Onion,6.82,93.04,18.75,59.05,18.93,262.5,1.84
Kanam,Lowland,Onion,6.62,71.71,28.69,68.39,19.66,262.5,0.75
Kanam,Lowland,Onion,7.07,94.21,32.64,78.74,20.37,325.63,1.45
Kanam,Lowland,Onion,6.87,53.19,32.88,47.96,22.35,439.47,0.86
Kanam,Lowland,Onion,6.54,45.0,45.75,93.17,23.84,523.26,0.53
Kanam,Lowland,Onion,7.14,124.42,18.75,75.19,19.44,449.7,0.3
Kanam,Lowland,Onion,7.69,87.26,45.09,77.46,21.93,262.5,0.98
Kanam,Lowland,Onion,7.12,96.62,18.75,79.94,18.12,262.5,0.38
Kanam,Lowland,Onion,6.98,115.87,56.25,48.61,22.73,447.11,0.87
Kanam,Lowland,Onion,6.07,64.54,28.27,82.82,24.45,478.83,0.33
Kanam,Lowland,Onion,6.14,120.22,25.89,77.53,15.55,484.39,0.3
Kanam,Lowland,Onion,5.63,114.42,56.25,72.76,20.36,455.86,1.33
Kanam,Lowland,Onion,6.39,78.55,18.75,83.44,20.23,298.97,0.65
Kanam,Lowland,Onion,6.08,104.32,44.69,72.01,19.24,262.5,1.67
Kanam,Lowland,Onion,6.63,98.47,38.59,72.41,17.11,262.5,1.77
Kanam,Lowland,Onion,6.18,80.3,21.19,53.87,18.27,546.78,1.52
Kanam,Lowland,Onion,6.3,115.16,32.64,100.0,25.0,469.83,1.23
Kanam,Lowland,Onion,7.03,90.24,18.75,65.33,17.74,271.12,2.12
Kanam,Lowland,Onion,7.28,100.18,43.88,40.08,22.62,459.51,0.3
Kanam,Lowland,Onion,7.07,56.64,18.75,100.0,17.57,266.56,1.7
Kanam,Lowland,Onion,6.43,85.68,32.06,85.78,19.84,363.3,0.91
Kanam,Lowland,Onion,6.82,97.21,56.25,70.91,19.96,377.83,1.68
Kanam,Lowland,Onion,5.96,92.3,18.75,73.15,23.62,265.37,1.27
Kanam,Lowland,Onion,6.3,69.82,45.74,57.36,21.35,385.94,0.73
Kanam,Lowland,Onion,6.7,68.06,40.49,51.85,19.51,320.54,1.76
Kanam,Lowland,Onion,6.69,112.18,40.88,89.87,19.54,468.99,0.99
Kanam,Lowland,Onion,5.58,84.87,39.7,45.9,17.93,262.5,1.59
Kanam,Lowland,Onion,7.61,84.99,40.61,89.0,25.0,273.94,1.06
Kanam,Lowland,Onion,6.41,91.64,56.25,79.32,18.02,262.5,1.84
Kanam,Lowland,Onion,6.1,105.38,26.49,52.84,22.26,276.49,1.4
Kanam,Lowland,Onion,6.91,102.64,31.29,92.69,17.82,262.5,1.55
Kanam,Lowland,Onion,6.71,75.64,18.75,37.13,20.65,542.17,1.1
Mikang,Lowland,Irish-potato,4.77,104.63,75.0,198.41,14.73,404.92,1.23
Mikang,Lowland,Irish-potato,4.21,132.05,40.93,90.0,18.27,385.62,1.05
Mikang,Lowland,Irish-potato,4.45,83.6,74.99,182.09,14.65,300.0,0.58
Mikang,Lowland,Irish-potato,5.19,83.36,42.82,128.0,17.75,537.31,1.06
Mikang,Lowland,Irish-potato,5.11,97.61,46.5,205.88,20.6,750.0,1.38
Mikang,Lowland,Irish-potato,4.66,73.82,71.92,116.15,20.83,300.0,1.24
Mikang,Lowland,Irish-potato,4.21,132.78,33.65,173.26,17.31,417.82,0.85
Mikang,Lowland,Irish-potato,4.72,110.9,37.7,106.01,16.75,330.44,0.53
Mikang,Lowland,Irish-potato,5.81,93.77,51.27,90.0,25.0,750.0,0.65
Mikang,Lowland,Irish-potato,6.05,102.27,75.0,176.59,18.35,300.0,0.59
Mikang,Lowland,Irish-potato,5.08,112.43,33.98,120.67,19.94,300.0,1.13
Mikang,Lowland,Irish-potato,6.06,118.97,61.11,90.0,15.12,750.0,0.74
Mikang,Lowland,Irish-potato,6.08,84.1,50.38,186.0,18.35,466.76,0.63
Mikang,Lowland,Irish-potato,4.15,74.48,45.93,146.9,21.63,415.28,1.31
Mikang,Lowland,Irish-potato,5.18,66.44,55.54,165.8,20.66,300.0,0.22
Mikang,Lowland,Irish-potato,5.2,117.87,52.1,160.41,21.08,319.71,0.91
Mikang,Lowland,Irish-potato,5.12,62.79,52.58,155.59,23.73,347.83,1.16
Mikang,Lowland,Irish-potato,5.8,76.17,75.0,225.0,17.9,305.6,1.88
Mikang,Lowland,Irish-potato,5.7,108.35,75.0,225.0,16.82,443.53,1.36
Mikang,Lowland,Irish-potato,5.08,60.0,38.82,90.0,19.73,300.0,1.16
Mikang,Lowland,Irish-potato,6.54,150.0,30.0,91.8,15.28,300.0,0.22
Mikang,Lowland,Irish-potato,5.05,130.16,71.94,134.02,17.05,462.24,1.0
Mikang,Lowland,Irish-potato,5.71,120.54,48.66,90.0,23.25,300.0,1.24
Mikang,Lowland,Irish-potato,3.52,105.08,57.0,166.74,25.0,300.0,1.49
Mikang,Lowland,Irish-potato,5.48,81.73,69.34,150.31,21.06,743.17,1.13
Mikang,Lowland,Irish-potato,4.83,142.29,75.0,112.56,16.41,518.2,0.99
Mikang,Lowland,Irish-potato,4.29,124.41,66.99,141.38,18.21,300.0,0.48
Mikang,Lowland,Irish-potato,4.66,108.07,30.0,136.67,18.31,609.07,0.89
Mikang,Lowland,Irish-potato,4.06,98.14,45.33,187.92,16.82,300.0,1.88
Mikang,Lowland,Irish-potato,5.18,108.6,30.0,90.0,17.68,458.83,1.42
Mikang,Lowland,Irish-potato,5.25,63.97,30.0,153.67,16.13,300.0,1.49
Mikang,Lowland,Irish-potato,3.79,127.07,30.56,165.97,21.27,340.86,1.88
Mikang,Lowland,Irish-potato,6.61,113.78,64.72,214.62,19.91,476.52,0.78
Mikang,Lowland,Irish-potato,3.7,60.0,75.0,175.86,17.14,621.08,0.66
Mikang,Lowland,Irish-potato,5.53,108.18,63.29,141.27,14.62,300.0,0.64
Mikang,Lowland,Irish-potato,5.06,60.0,33.41,166.05,17.55,433.29,1.03
Mikang,Lowland,Irish-potato,6.7,109.92,48.61,164.24,21.57,391.32,1.41
Mikang,Lowland,Irish-potato,5.38,95.32,57.18,225.0,18.85,300.0,0.89
Mikang,Lowland,Irish-potato,3.36,110.29,75.0,90.0,18.52,572.45,1.63
Mikang,Lowland,Irish-potato,6.09,60.0,64.08,90.0,14.51,543.7,1.14
Mikang,Lowland,Irish-potato,5.65,72.96,75.0,195.07,21.11,300.0,1.67
Mikang,Lowland,Irish-potato,4.81,84.09,66.19,189.55,15.04,750.0,1.88
Mikang,Lowland,Irish-potato,5.55,120.55,61.01,90.0,18.39,417.42,0.75
Mikang,Lowland,Irish-potato,4.81,60.0,36.04,207.33,24.06,300.0,1.15
Mikang,Lowland,Irish-potato,5.95,87.27,67.08,157.16,22.17,300.0,0.48
Mikang,Lowland,Irish-potato,5.29,108.85,54.26,189.17,14.74,300.0,0.79
Mikang,Lowland,Irish-potato,4.75,95.55,75.0,199.38,19.87,438.85,0.83
Mikang,Lowland,Irish-potato,4.37,63.58,43.09,156.68,13.96,429.67,0.95
Mikang,Lowland,Irish-potato,4.74,146.13,30.0,138.79,9.77,441.75,1.46
Mikang,Lowland,Irish-potato,3.97,62.67,30.0,162.28,16.81,351.24,0.86
Mikang,Lowland,Tomato,5.26,163.48,99.89,153.79,21.63,300.0,2.24
Mikang,Lowland,Tomato,7.2,126.79,137.5,276.53,23.56,352.15,1.0
Mikang,Lowland,Tomato,5.28,181.04,66.32,249.35,27.33,364.47,2.5
Mikang,Lowland,Tomato,4.58,128.16,79.9,253.65,25.95,300.0,2.12
Mikang,Lowland,Tomato,6.94,100.29,83.56,148.42,23.8,417.5,1.02
Mikang,Lowland,Tomato,5.86,83.46,101.59,120.0,24.63,300.0,1.29
Mikang,Lowland,Tomato,6.37,142.24,115.38,257.7,17.91,393.22,2.5
Mikang,Lowland,Tomato,6.52,106.24,90.65,191.07,19.68,501.29,1.66
Mikang,Lowland,Tomato,4.84,127.76,77.87,134.38,18.71,300.0,1.21
Mikang,Lowland,Tomato,5.85,102.52,82.45,243.73,25.96,516.77,1.1
Mikang,Lowland,Tomato,8.23,140.63,79.91,213.26,19.39,364.31,1.56
Mikang,Lowland,Tomato,7.09,118.52,137.5,200.92,17.63,541.41,1.68
Mikang,Lowland,Tomato,6.65,116.93,103.07,284.3,25.33,300.0,0.38
Mikang,Lowland,Tomato,6.83,101.74,90.12,171.27,20.89,310.81,0.78
Mikang,Lowland,Tomato,7.28,147.21,61.03,159.04,26.05,522.67,1.98
Mikang,Lowland,Tomato,5.22,159.32,48.75,199.49,26.49,300.0,2.5
Mikang,Lowland,Tomato,7.91,149.34,67.41,205.76,27.74,300.0,1.13
Mikang,Lowland,Tomato,7.43,86.91,101.47,127.25,20.63,341.19,1.61
Mikang,Lowland,Tomato,5.57,134.14,74.7,184.23,29.62,300.0,1.79
Mikang,Lowland,Tomato,6.38,113.7,60.78,155.58,21.48,382.51,1.68
Mikang,Lowland,Tomato,6.03,123.68,90.54,231.13,27.14,300.0,1.06
Mikang,Lowland,Tomato,7.8,92.11,94.69,200.98,22.18,585.41,1.28
Mikang,Lowland,Tomato,8.13,130.65,104.82,182.06,22.18,447.71,1.55
Mikang,Lowland,Tomato,7.07,141.46,57.66,171.4,27.98,300.0,1.46
Mikang,Lowland,Tomato,6.25,155.25,103.68,178.03,21.6,339.07,1.66
Mikang,Lowland,Tomato,3.75,135.07,69.56,217.82,25.91,300.0,1.1
Mikang,Lowland,Tomato,6.56,133.05,89.53,152.1,20.12,300.0,1.64
Mikang,Lowland,Tomato,6.25,128.97,48.75,207.37,27.09,300.0,0.88
Mikang,Lowland,Tomato,4.57,118.23,69.09,226.67,25.19,550.52,1.22
Mikang,Lowland,Tomato,6.77,114.22,63.79,247.79,29.59,482.24,1.35
Mikang,Lowland,Tomato,5.26,163.77,107.95,300.0,19.77,500.53,1.64
Mikang,Lowland,Tomato,5.99,170.24,103.3,165.32,24.02,300.0,0.93
Mikang,Lowland,Tomato,7.19,159.32,98.55,174.02,26.06,484.31,0.38
Mikang,Lowland,Tomato,6.52,124.94,117.78,226.89,26.48,343.83,1.26
Mikang,Lowland,Tomato,7.47,128.59,97.33,137.44,24.22,300.0,0.89
Mikang,Lowland,Tomato,6.45,152.84,66.51,226.33,30.51,325.32,0.38
Mikang,Lowland,Tomato,6.72,95.73,71.24,251.92,31.25,300.0,0.74
Mikang,Lowland,Tomato,5.87,114.51,137.5,184.24,22.91,588.37,1.66
Mikang,Lowland,Tomato,7.52,104.06,78.82,160.54,27.78,542.8,0.84
Mikang,Lowland,Tomato,5.96,121.14,52.13,177.57,27.67,300.0,1.32
Mikang,Lowland,Tomato,4.87,126.28,77.95,152.07,27.74,498.67,0.58
Mikang,Lowland,Tomato,6.13,131.77,48.75,143.9,29.77,300.0,2.14
Mikang,Lowland,Tomato,4.83,149.69,84.57,200.99,31.25,300.0,1.67
Mikang,Lowland,Tomato,7.02,187.5,64.47,179.79,27.84,376.66,0.93
Mikang,Lowland,Tomato,7.49,122.71,69.33,242.74,26.04,363.54,1.0
Mikang,Lowland,Tomato,5.32,151.62,83.29,173.1,19.24,445.71,0.9
Mikang,Lowland,Tomato,4.06,95.4,86.61,199.37,23.5,355.39,0.38
Mikang,Lowland,Tomato,5.37,164.99,119.94,235.84,26.5,505.45,0.47
Mikang,Lowland,Tomato,6.42,97.82,63.79,226.07,28.38,377.41,2.41
Mikang,Lowland,Tomato,6.63,107.83,64.21,256.33,25.03,478.79,0.38
Mikang,Lowland,Groundnut,7.03,17.49,12.4,40.89,31.82,764.13,0.94
Mikang,Lowland,Groundnut,6.46,15.98,46.8,32.71,30.18,534.23,0.92
Mikang,Lowland,Groundnut,5.95,18.39,11.46,36.29,31.21,643.48,0.93
Mikang,Lowland,Groundnut,6.54,25.0,24.22,31.5,30.44,553.35,0.67
Mikang,Lowland,Groundnut,6.94,23.07,35.71,45.45,26.23,561.33,0.86
Mikang,Lowland,Groundnut,6.6,19.04,31.31,28.79,25.77,507.56,0.38
Mikang,Lowland,Groundnut,6.51,25.0,16.26,38.08,25.08,486.38,0.57
Mikang,Lowland,Groundnut,6.74,16.28,48.14,42.15,24.49,597.99,0.52
Mikang,Lowland,Groundnut,5.95,20.46,50.0,25.44,23.34,587.71,0.63
Mikang,Lowland,Groundnut,7.25,15.59,34.81,50.0,23.82,619.32,1.09
Mikang,Lowland,Groundnut,6.0,23.75,33.8,42.23,29.18,459.16,0.88
Mikang,Lowland,Groundnut,7.02,24.84,11.25,50.0,23.96,588.77,0.88
Mikang,Lowland,Groundnut,6.12,23.57,18.94,50.0,25.51,375.0,1.39
Mikang,Lowland,Groundnut,6.99,25.0,20.31,24.88,33.86,499.25,1.03
Mikang,Lowland,Groundnut,7.27,18.52,36.04,50.0,27.89,609.8,0.16
Mikang,Lowland,Groundnut,7.55,11.58,47.47,44.85,27.66,488.39,0.77
Mikang,Lowland,Groundnut,6.39,19.28,50.0,50.0,24.95,531.2,0.89
Mikang,Lowland,Groundnut,6.8,14.62,39.25,48.84,25.08,727.92,1.39
Mikang,Lowland,Groundnut,7.21,13.28,38.6,43.9,29.8,685.37,0.79
Mikang,Lowland,Groundnut,8.1,22.86,28.5,50.0,30.9,447.0,0.88
Mikang,Lowland,Groundnut,7.26,19.6,34.7,34.28,22.1,512.4,0.9
Mikang,Lowland,Groundnut,7.19,17.11,13.18,32.99,31.69,422.31,0.7
Mikang,Lowland,Groundnut,6.7,16.86,22.62,33.81,32.9,579.27,1.29
Mikang,Lowland,Groundnut,7.74,7.5,37.75,36.31,31.91,413.58,0.49
Mikang,Lowland,Groundnut,6.03,18.71,46.09,43.68,23.79,750.89,1.08
Mikang,Lowland,Groundnut,7.34,25.0,11.25,33.46,30.88,405.51,0.76
Mikang,Lowland,Groundnut,6.84,13.01,27.47,49.44,30.55,629.72,1.21
Mikang,Lowland,Groundnut,7.12,22.39,36.44,35.95,24.4,419.63,0.74
Mikang,Lowland,Groundnut,6.49,22.9,35.69,44.14,29.23,639.35,0.85
Mikang,Lowland,Groundnut,7.48,23.5,49.23,50.0,30.02,512.09,0.89
Mikang,Lowland,Groundnut,6.6,17.54,45.91,33.0,33.65,482.32,1.5
Mikang,Lowland,Groundnut,6.47,21.94,27.61,34.49,31.72,375.0,0.62
Mikang,Lowland,Groundnut,7.23,24.84,12.43,46.52,28.45,393.04,0.58
Mikang,Lowland,Groundnut,5.67,25.0,47.56,30.15,30.8,433.1,1.18
Mikang,Lowland,Groundnut,6.59,18.36,28.53,35.68,32.9,604.72,0.89
Mikang,Lowland,Groundnut,7.49,10.97,14.81,45.59,30.57,532.56,0.2
Mikang,Lowland,Groundnut,6.25,22.92,50.0,50.0,33.52,539.59,0.97
Mikang,Lowland,Groundnut,6.27,25.0,31.67,47.5,28.11,532.53,0.82
Mikang,Lowland,Groundnut,7.01,25.0,14.26,28.37,29.49,667.9,1.45
Mikang,Lowland,Groundnut,6.15,18.13,11.25,36.62,31.93,498.5,0.72
Mikang,Lowland,Groundnut,7.21,15.83,50.0,41.5,26.59,568.4,1.18
Mikang,Lowland,Groundnut,7.83,19.25,48.59,42.32,25.86,409.46,0.47
Mikang,Lowland,Groundnut,6.44,25.0,43.06,30.57,21.89,375.0,0.58
Mikang,Lowland,Groundnut,6.7,25.0,24.75,50.0,22.12,459.37,1.13
Mikang,Lowland,Groundnut,7.39,18.52,47.36,48.54,25.61,536.7,1.1
Mikang,Lowland,Groundnut,6.52,25.0,20.55,42.7,23.63,512.05,0.48
Mikang,Lowland,Groundnut,6.71,11.21,44.41,44.55,31.81,459.46,1.25
Mikang,Lowland,Groundnut,6.9,21.14,50.0,37.19,32.3,555.91,0.66
Mikang,Lowland,Groundnut,6.1,14.44,49.24,50.0,28.32,516.77,1.13
Mikang,Lowland,Groundnut,6.92,25.0,37.0,42.62,25.55,389.83,0.15
Mikang,Lowland,Pepper,7.71,134.48,36.9,41.25,22.14,532.49,0.9
Mikang,Lowland,Pepper,6.92,145.49,22.87,52.37,18.68,1511.28,2.5
Mikang,Lowland,Pepper,5.89,75.0,44.61,87.67,27.16,1106.02,1.77
Mikang,Lowland,Pepper,5.65,152.52,55.2,67.43,27.07,615.47,2.5
Mikang,Lowland,Pepper,5.47,187.82,18.75,125.0,19.51,896.89,0.45
Mikang,Lowland,Pepper,5.45,177.24,57.75,92.72,29.39,1221.06,0.98
Mikang,Lowland,Pepper,5.41,139.92,34.32,96.64,28.38,566.62,1.95
Mikang,Lowland,Pepper,7.2,170.1,36.79,106.91,28.23,1067.66,2.5
Mikang,Lowland,Pepper,6.92,115.63,26.53,116.04,27.38,1458.02,0.45
Mikang,Lowland,Pepper,7.43,129.79,37.58,66.36,30.22,1057.56,0.66
Mikang,Lowland,Pepper,6.78,169.4,45.34,115.52,23.98,450.0,1.59
Mikang,Lowland,Pepper,6.79,153.22,58.9,41.25,24.25,475.27,0.61
Mikang,Lowland,Pepper,6.57,169.22,47.13,68.39,24.74,1177.48,1.93
Mikang,Lowland,Pepper,6.15,115.19,18.75,75.16,16.39,1562.5,0.86
Mikang,Lowland,Pepper,7.6,212.5,45.9,83.81,18.56,633.73,2.5
Mikang,Lowland,Pepper,6.94,141.64,61.89,104.71,24.72,906.97,0.92
Mikang,Lowland,Pepper,6.14,132.03,50.88,53.69,25.9,677.22,0.82
Mikang,Lowland,Pepper,6.29,75.0,31.68,57.57,24.03,450.0,1.59
Mikang,Lowland,Pepper,7.43,135.68,50.02,72.98,17.34,825.64,1.93
Mikang,Lowland,Pepper,5.47,121.43,39.13,125.0,26.67,450.0,0.45
Mikang,Lowland,Pepper,7.27,212.5,38.64,77.49,27.76,522.41,0.45
Mikang,Lowland,Pepper,7.54,115.37,58.07,66.46,26.14,1149.02,2.2
Mikang,Lowland,Pepper,6.84,147.98,51.79,98.62,18.72,450.0,0.45
Mikang,Lowland,Pepper,7.3,124.28,54.71,97.03,20.24,779.43,1.14
Mikang,Lowland,Pepper,6.1,177.96,62.5,115.73,25.36,1302.42,2.5
Mikang,Lowland,Pepper,5.41,190.64,53.97,117.62,29.77,738.68,2.5
Mikang,Lowland,Pepper,6.93,122.7,50.13,111.96,26.0,974.02,1.52
Mikang,Lowland,Pepper,6.05,106.83,22.27,125.0,24.33,450.0,1.73
Mikang,Lowland,Pepper,6.96,75.0,30.59,63.43,21.6,1284.7,1.35
Mikang,Lowland,Pepper,6.26,186.44,49.97,41.25,22.26,947.04,0.8
Mikang,Lowland,Pepper,8.41,145.1,31.75,56.96,30.37,579.43,1.72
Mikang,Lowland,Pepper,5.62,143.36,33.46,78.16,21.32,1213.76,1.11
Mikang,Lowland,Pepper,6.51,136.58,62.5,109.8,29.65,450.0,1.0
Mikang,Lowland,Pepper,7.67,92.53,43.97,58.47,20.43,1462.1,1.96
Mikang,Lowland,Pepper,7.49,172.58,40.71,68.28,23.39,752.29,2.5
Mikang,Lowland,Pepper,5.46,117.81,29.42,114.17,33.75,942.05,1.73
Mikang,Lowland,Pepper,6.71,158.4,54.03,97.61,28.12,1118.92,0.45
Mikang,Lowland,Pepper,6.63,152.98,48.81,81.95,26.34,552.12,0.45
Mikang,Lowland,Pepper,7.49,94.03,40.4,66.77,33.75,794.81,1.24
Mikang,Lowland,Pepper,7.29,212.5,48.66,76.53,29.16,450.0,1.49
Mikang,Lowland,Pepper,8.38,146.94,44.31,86.98,23.42,944.21,2.0
Mikang,Lowland,Pepper,6.34,75.0,49.54,125.0,23.52,450.0,1.93
Mikang,Lowland,Pepper,8.16,162.16,62.5,107.27,29.21,628.65,1.66
Mikang,Lowland,Pepper,6.61,137.87,39.04,92.36,18.69,1132.68,0.84
Mikang,Lowland,Pepper,6.41,154.02,29.21,41.25,23.49,450.0,1.95
Mikang,Lowland,Pepper,5.62,201.3,42.66,87.99,15.1,879.91,1.4
Mikang,Lowland,Pepper,5.49,144.05,36.93,80.74,25.64,646.3,1.63
Mikang,Lowland,Pepper,6.56,159.84,35.02,58.48,21.78,1371.84,2.12
Mikang,Lowland,Pepper,7.69,193.01,35.93,94.2,25.9,1075.0,1.25
Mikang,Lowland,Pepper,6.71,143.44,50.51,103.65,25.99,872.0,1.61
Mikang,Lowland,Cabbage,7.86,80.04,54.26,135.72,22.2,358.39,1.24
Mikang,Lowland,Cabbage,7.01,114.18,68.24,124.3,16.35,388.33,1.23
Mikang,Lowland,Cabbage,7.01,180.54,74.35,141.47,30.0,329.75,0.76
Mikang,Lowland,Cabbage,7.39,123.12,62.85,106.68,24.95,285.0,0.91
Mikang,Lowland,Cabbage,6.87,117.77,47.37,93.05,13.91,377.73,1.08
Mikang,Lowland,Cabbage,6.87,104.69,65.73,92.45,7.5,322.98,0.73
Mikang,Lowland,Cabbage,7.48,135.09,77.18,114.34,23.97,322.34,1.54
Mikang,Lowland,Cabbage,6.76,155.39,53.31,116.67,19.31,428.44,0.15
Mikang,Lowland,Cabbage,6.68,119.8,44.57,115.81,7.5,285.0,0.85
Mikang,Lowland,Cabbage,6.71,123.34,64.95,108.54,30.0,337.67,1.5
Mikang,Lowland,Cabbage,5.88,106.15,68.75,119.97,11.25,285.0,1.26
Mikang,Lowland,Cabbage,7.27,137.58,58.4,104.46,19.57,285.0,0.64
Mikang,Lowland,Cabbage,7.63,76.52,68.67,150.08,26.66,367.87,0.76
Mikang,Lowland,Cabbage,6.5,75.0,63.06,116.89,14.31,338.59,0.98
Mikang,Lowland,Cabbage,6.5,177.51,69.13,139.62,19.16,375.79,0.58
Mikang,Lowland,Cabbage,7.28,124.52,53.8,123.54,17.62,502.61,1.14
Mikang,Lowland,Cabbage,7.82,163.46,63.07,116.17,7.5,285.0,1.23
Mikang,Lowland,Cabbage,6.7,141.44,44.98,131.87,28.94,285.0,1.11
Mikang,Lowland,Cabbage,7.68,179.46,58.34,137.58,30.0,368.1,1.5
Mikang,Lowland,Cabbage,6.86,141.98,57.3,121.05,23.54,291.24,0.86
Mikang,Lowland,Cabbage,7.33,187.5,44.81,158.52,17.88,407.54,1.44
Mikang,Lowland,Cabbage,7.81,109.26,60.77,123.0,17.09,432.31,0.92
Mikang,Lowland,Cabbage,5.92,112.03,48.93,119.94,25.48,294.19,0.79
Mikang,Lowland,Cabbage,6.72,134.58,67.26,138.06,30.0,348.64,1.26
Mikang,Lowland,Cabbage,5.94,119.43,60.37,106.13,15.63,332.48,0.74
Mikang,Lowland,Cabbage,8.43,145.42,80.25,150.06,14.79,342.63,0.77
Mikang,Lowland,Cabbage,6.78,102.01,58.88,130.23,22.72,357.74,0.93
Mikang,Lowland,Cabbage,7.39,122.99,74.92,91.6,25.36,374.19,0.67
Mikang,Lowland,Cabbage,6.67,144.03,70.76,93.32,25.12,307.96,1.43
Mikang,Lowland,Cabbage,5.79,187.5,54.99,148.96,19.44,285.0,1.07
Mikang,Lowland,Cabbage,7.49,85.21,68.88,123.72,24.71,340.77,0.72
Mikang,Lowland,Cabbage,6.22,150.09,68.58,135.52,23.49,406.13,1.55
Mikang,Lowland,Cabbage,5.76,75.0,77.77,100.47,11.14,319.87,0.26
Mikang,Lowland,Cabbage,6.65,102.84,60.7,128.83,17.2,312.42,1.06
Mikang,Lowland,Cabbage,7.5,177.22,60.83,155.87,27.15,285.0,0.43
Mikang,Lowland,Cabbage,6.54,172.6,58.35,90.82,18.13,285.0,0.51
Mikang,Lowland,Cabbage,6.53,134.84,71.7,136.08,10.38,313.98,0.99
Mikang,Lowland,Cabbage,6.73,122.63,47.67,103.76,16.71,285.0,1.22
Mikang,Lowland,Cabbage,6.06,150.51,67.98,114.42,28.16,392.02,0.83
Mikang,Lowland,Cabbage,6.63,162.47,64.77,142.22,7.5,346.89,0.29
Mikang,Lowland,Cabbage,6.87,151.29,77.96,107.52,15.71,333.31,0.55
Mikang,Lowland,Cabbage,7.46,128.44,63.81,134.79,19.42,285.0,0.93
Mikang,Lowland,Cabbage,6.37,133.63,71.46,103.37,7.5,343.45,0.63
Mikang,Lowland,Cabbage,6.9,139.82,43.98,136.01,10.46,338.44,0.68
Mikang,Lowland,Cabbage,6.55,179.87,65.53,139.77,21.23,383.4,1.13
Mikang,Lowland,Cabbage,7.03,162.76,64.11,162.5,27.83,285.0,0.88
Mikang,Lowland,Cabbage,7.12,131.78,68.75,137.88,8.91,429.68,0.75
Mikang,Lowland,Cabbage,6.53,113.01,69.82,119.26,14.59,310.32,0.2
Mikang,Lowland,Cabbage,6.38,94.34,60.39,135.56,24.52,427.97,1.39
Mikang,Lowland,Cabbage,6.57,131.04,62.46,86.29,10.07,328.29,0.88
Mikang,Lowland,Maize,7.47,194.0,39.25,101.04,27.83,659.09,2.0
Mikang,Lowland,Maize,6.72,216.8,54.68,66.86,29.0,485.47,1.44
Mikang,Lowland,Maize,9.18,191.95,73.95,68.64,19.09,537.3,2.0
Mikang,Lowland,Maize,6.51,192.19,95.2,121.65,29.0,579.77,0.3
Mikang,Lowland,Maize,6.15,172.3,55.33,94.73,35.0,815.61,1.43
Mikang,Lowland,Maize,7.78,159.24,95.86,52.47,31.25,636.73,0.73
Mikang,Lowland,Maize,6.64,147.41,51.14,51.79,30.57,760.94,0.3
Mikang,Lowland,Maize,9.0,180.13,75.31,54.56,33.15,585.04,2.05
Mikang,Lowland,Maize,8.29,219.4,58.9,84.08,24.15,706.64,1.49
Mikang,Lowland,Maize,8.12,212.92,40.01,120.47,31.43,485.39,1.5
Mikang,Lowland,Maize,6.74,198.44,63.74,100.11,27.31,474.37,1.39
Mikang,Lowland,Maize,9.38,160.49,65.87,73.34,24.38,692.76,1.76
Mikang,Lowland,Maize,6.87,210.4,84.13,85.14,19.86,695.21,1.37
Mikang,Lowland,Maize,6.91,166.89,83.27,97.07,25.9,375.0,2.0
Mikang,Lowland,Maize,7.58,187.93,37.5,88.05,25.88,441.76,1.78
Mikang,Lowland,Maize,7.71,193.22,88.4,65.07,24.89,563.09,0.82
Mikang,Lowland,Maize,7.72,165.26,92.96,67.2,35.0,905.13,1.19
Mikang,Lowland,Maize,8.21,168.81,87.97,84.83,21.02,375.0,1.07
Mikang,Lowland,Maize,7.2,219.27,70.88,112.35,24.89,490.98,1.99
Mikang,Lowland,Maize,4.12,180.86,63.24,120.7,24.54,640.4,1.9
Mikang,Lowland,Maize,5.16,176.42,62.69,111.03,30.14,509.19,0.52
Mikang,Lowland,Maize,8.08,178.51,41.92,53.16,29.04,375.0,2.5
Mikang,Lowland,Maize,5.8,180.47,73.03,71.91,16.57,583.41,0.73
Mikang,Lowland,Maize,7.02,176.91,74.85,125.0,24.46,467.95,0.3
Mikang,Lowland,Maize,6.66,192.43,61.78,98.66,26.17,375.0,1.47
Mikang,Lowland,Maize,6.64,184.06,60.32,73.63,27.73,509.65,2.46
Mikang,Lowland,Maize,7.8,196.37,67.13,45.0,23.24,436.72,1.06
Mikang,Lowland,Maize,6.84,199.61,75.02,116.0,25.55,595.0,1.5
Mikang,Lowland,Maize,7.17,217.85,84.31,58.13,26.47,547.55,2.5
Mikang,Lowland,Maize,6.5,151.84,77.91,100.54,26.66,511.45,1.92
Mikang,Lowland,Maize,5.9,170.54,61.1,114.47,28.33,375.0,0.58
Mikang,Lowland,Maize,9.05,212.06,84.97,89.22,34.02,375.0,1.78
